,Descriptor,Group,R2,RMSE,MSE,RPD,MAE,Explained Var
0,"('_aa_composition', '_dipeptide_composition')","Composition,Composition",0.799798292382147,2.326335688555944,5.4118377358490575,2.234941249826281,1.7709433962264147,0.8010579397434674
1,"('_conjoint_triad', '_pseudo_aa_composition')","Conjoint Triad,Pseudo Composition",0.7895379729011671,2.941425979427806,8.65198679245283,2.1797823186417213,2.482830188679246,0.7988829213478474
2,"('_tripeptide_composition', '_distribution')","Composition,CTD",0.7707944138603167,2.588685468115079,6.701292452830185,2.0887545119622413,2.053018867924528,0.7890967483955307
3,"('_dipeptide_composition', '_ctd')","Composition,CTD",0.7700706118145237,2.923273559194691,8.545528301886797,2.085464292140099,2.254716981132076,0.7834975041896969
4,"('_composition', '_conjoint_triad')","CTD,Conjoint Triad",0.768912014109665,2.6754512932665238,7.158039622641515,2.0802298134393826,2.2058490566037747,0.7715499048038921
5,"('_moran_autocorrelation', '_seq_order_coupling_number')","Autocorrelation,Quasi-Sequence-Order",0.7677088497764579,2.6481684663961795,7.0127962264150945,2.0748354889970275,2.144528301886793,0.7687463671609035
6,"('_tripeptide_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.7663529370801527,2.9121395234043277,8.480556603773586,2.068806332886094,2.32811320754717,0.7738297591036194
7,"('_dipeptide_composition', '_distribution')","Composition,CTD",0.7612929001197062,2.670517227832642,7.13166226415094,2.0467619362543106,2.07377358490566,0.7617119176723793
8,"('_composition', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.7554900349050053,3.141077510111508,9.866367924528308,2.0223285740594585,2.527358490566038,0.7570017390745848
9,"('_dipeptide_composition', '_geary_autocorrelation')","Composition,Autocorrelation",0.753618827422788,3.1965293679239046,10.217799999999997,2.0146343806353664,2.4905660377358485,0.7589753538137929
10,"('_normalized_moreaubroto_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.7486310797318501,3.051313666986667,9.310515094339621,1.9945467041179026,2.480188679245283,0.7492385435132547
11,"('_dipeptide_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.7469832073017524,2.9602068387702043,8.762824528301886,1.9880409548988829,2.1884905660377356,0.7486228914302842
12,"('_distribution', '_conjoint_triad')","CTD,Conjoint Triad",0.7461583559191823,2.8633602769249458,8.198832075471703,1.984808284669984,2.328113207547171,0.7592240710961016
13,"('_tripeptide_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.7445829967280886,3.171425784948145,10.057941509433956,1.9786778740044826,2.546603773584905,0.7472357917027682
14,"('_transition', '_conjoint_triad')","CTD,Conjoint Triad",0.7440514306132425,3.4055213215744393,11.597575471698116,1.9766221000917765,2.8152830188679254,0.7443258461658848
15,"('_dipeptide_composition', '_transition')","Composition,CTD",0.7376143647213406,3.3599314907660704,11.289139622641509,1.952225460266374,2.56,0.7379532770906492
16,"('_aa_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.7356800451309531,2.992007277258832,8.95210754716981,1.945069053833687,2.5398113207547173,0.7360038168324077
17,"('_conjoint_triad', '_seq_order_coupling_number')","Conjoint Triad,Quasi-Sequence-Order",0.7341565921341815,2.9593653705188903,8.75784339622641,1.9394878005695408,2.305849056603772,0.7347499454822215
18,"('_dipeptide_composition', '_conjoint_triad')","Composition,Conjoint Triad",0.7321865120354834,2.812830106413676,7.912013207547173,1.932341037370556,2.224716981132076,0.7335328177139642
19,"('_quasi_seq_order', '_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.7302693511094708,3.1738976692852496,10.07362641509434,1.9254615539933213,2.5320754716981133,0.7304728099982767
20,"('_moran_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.7227900644605881,2.7993486439149877,7.83635283018868,1.8993089033147192,2.146981132075472,0.7570393642044634
21,"('_distribution', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.7194207790236765,2.9563727137560827,8.740139622641506,1.8878707054316939,2.379245283018867,0.7205454066292943
22,"('_dipeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.7182730788174629,2.864639000602622,8.20615660377359,1.8840213736344982,2.1205660377358493,0.7201071195919857
23,"('_ctd', '_conjoint_triad')","CTD,Conjoint Triad",0.7134192636367458,3.184781619242386,10.142833962264152,1.8679984127590499,2.438490566037736,0.7216582768192972
24,"('_moran_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.7090792497148733,3.746858810176363,14.038950943396229,1.8540124685658652,2.86377358490566,0.7091696197376982
25,"('_normalized_moreaubroto_autocorrelation', '_conjoint_triad')","Autocorrelation,Conjoint Triad",0.7087139092818885,3.054233992839918,9.328345283018868,1.8528494225775114,2.074905660377358,0.7257348316435324
26,"('_moran_autocorrelation', '_ctd')","Autocorrelation,CTD",0.7081033902138297,3.104803035104232,9.63980188679245,1.850910736109289,2.4801886792452823,0.7192178872484247
27,"('_moran_autocorrelation', '_composition')","Autocorrelation,CTD",0.7066648972088669,3.062301822621374,9.377692452830189,1.8463667958322616,2.513396226415095,0.7069956544165399
28,"('_aa_composition', '_conjoint_triad')","Composition,Conjoint Triad",0.7015792862472238,2.7785366720156564,7.72026603773584,1.8305665305885777,2.1733962264150932,0.7016316118430199
29,"('_transition', '_distribution')","CTD,CTD",0.7010011166890331,3.0694400571034026,9.42146226415094,1.8287958049456707,2.533018867924527,0.7013441234748057
30,"('_aa_composition', '_distribution')","Composition,CTD",0.6988567337265503,2.837598306833332,8.051964150943391,1.8222729215196045,2.19754716981132,0.7042519285818902
31,"('_ctd', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.696655470263059,3.607373476121709,13.013143396226424,1.8156490894035027,2.8324528301886795,0.696856348282839
32,"('_geary_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6909340809213858,3.1320868322139948,9.809967924528298,1.7987650520440723,2.473018867924528,0.691166276841467
33,"('_dipeptide_composition', '_tripeptide_composition')","Composition,Composition",0.6900755992153765,2.979046637420187,8.874718867924525,1.7962720606524807,2.3832075471698118,0.6934152982706008
34,"('_transition', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6894975945023505,3.4668217188353765,12.018852830188674,1.7945993886701326,2.591698113207548,0.6898982195362646
35,"('_dipeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.6849474254222285,3.3769920745684474,11.404075471698107,1.7815929419737875,2.6056603773584905,0.6864160595729165
36,"('_geary_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.6810761781523578,3.7852377109373054,14.32802452830189,1.7707470219529613,2.8726415094339623,0.68323612493423
37,"('_tripeptide_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6799323213894288,3.232400825135959,10.448415094339628,1.7675800450960137,2.59056603773585,0.6807128348351819
38,"('_dipeptide_composition', '_composition')","Composition,CTD",0.6786232290993086,3.150524664302339,9.925805660377366,1.7639763518464933,2.4522641509433973,0.678623737417398
39,"('_moran_autocorrelation', '_geary_autocorrelation')","Autocorrelation,Autocorrelation",0.6757563596081149,3.1230095547796983,9.75318867924529,1.756160750577577,2.54867924528302,0.6763733060967496
