,Descriptors,R2,RMSE,MSE,RPD,MAE,Explained Var
27,"('tripeptide_comp', 'geary_autocorrelation')",0.9245533049033668,3.2745586889460085,10.722734607351804,1.751417555094494,2.453556331799838,0.6776084243985352
15,"('dipeptide_comp', 'moran_autocorrelation')",0.9231461505107448,3.2056990634219633,10.276506485224454,1.7041184878399147,2.6645968108432165,0.6592348451016272
59,"('geary_autocorrelation', 'seq_order_coupling_number')",0.9229861532776096,3.185316756288161,10.146242837890131,1.8809909105104923,2.562702936236359,0.7119615759901443
42,"('norm_moreaubroto_autocorrelation', 'seq_order_coupling_number')",0.9228467326681947,3.2629869874338033,10.647084080162328,1.9818772286756743,2.6583228495747524,0.7471534751855555
46,"('moran_autocorrelation', 'geary_autocorrelation')",0.9226576089327426,3.1932886198667285,10.197092209770355,1.5834903445667938,2.2791367345528135,0.6052066352296884
60,"('geary_autocorrelation', 'quasi_seq_order_descriptors')",0.9206208494499923,3.1648644631701197,10.01636707023709,1.8751755480235008,2.5588668216924013,0.7215305567525252
56,"('geary_autocorrelation', 'transition')",0.9198347448617896,2.9371359683310243,8.626767696463823,1.786408713531289,2.2734452436378976,0.6832522035995394
53,"('moran_autocorrelation', 'pseudo_aa_comp')",0.9193557797105107,3.578727754400508,12.807292340116504,1.705167618785777,2.8572718065095546,0.657849555850013
43,"('norm_moreaubroto_autocorrelation', 'quasi_seq_order_descriptors')",0.9189161577065449,2.69930388698692,7.286241474302695,2.036318948185109,2.0999921386674725,0.7547169988249437
41,"('norm_moreaubroto_autocorrelation', 'conjoint_triad')",0.9185481710545101,3.018098431001364,9.108918139212896,1.9150660359225624,2.4508073316892256,0.7237476402243841
44,"('norm_moreaubroto_autocorrelation', 'pseudo_aa_comp')",0.9182815682837548,3.4209824943158487,11.703121226415485,1.6881252837612486,2.646866015762307,0.6680352478042801
39,"('norm_moreaubroto_autocorrelation', 'transition')",0.9182590734557365,3.2079301084331604,10.290815580591989,1.9473085334546822,2.3626410175553105,0.7330275125750303
14,"('dipeptide_comp', 'norm_moreaubroto_autocorrelation')",0.9176585956342367,2.905218121047916,8.440292330865184,2.1717471950146643,2.448757278489672,0.7878681073846105
61,"('geary_autocorrelation', 'pseudo_aa_comp')",0.917318586412792,3.114866764940088,9.702394963328327,1.9215420188788612,2.4765247207725007,0.7254799789920462
25,"('tripeptide_comp', 'norm_moreaubroto_autocorrelation')",0.9171496087528239,3.26629648536824,10.668692730328916,1.7397342307166896,2.459264117964339,0.6636992717855231
51,"('moran_autocorrelation', 'seq_order_coupling_number')",0.9168187480864878,3.457394027762392,11.953573463207055,1.613690835288853,2.5898880807845224,0.6088996499277828
50,"('moran_autocorrelation', 'conjoint_triad')",0.9164511609844176,3.474535808351287,12.072399083515332,1.8195013519713483,2.51810966166513,0.7047926391732151
58,"('geary_autocorrelation', 'conjoint_triad')",0.9162459950336324,2.901575307815333,8.419139266923644,2.0271661928241342,2.2684452536126303,0.7537591700377474
45,"('norm_moreaubroto_autocorrelation', 'amphipilic_pseudo_aa_comp')",0.9154916727305412,2.6871904972754477,7.220992768647468,2.2661535893463425,2.1977607068369935,0.8015842778037929
49,"('moran_autocorrelation', 'distribution')",0.9145710798238442,3.0286338422329933,9.172622950318983,1.8461047336356373,2.3161357249094183,0.7020451907825694
38,"('norm_moreaubroto_autocorrelation', 'composition')",0.9144969958914055,3.018877863596265,9.11362355531155,1.7980687340723516,2.314654916801395,0.6847501946344479
37,"('norm_moreaubroto_autocorrelation', 'geary_autocorrelation')",0.9139924299738795,2.7982102505011763,7.8299806060098565,2.2035465605549223,2.150387465595573,0.790169353376025
26,"('tripeptide_comp', 'moran_autocorrelation')",0.9135945150768217,3.044128013142107,9.266715360396512,1.8796981823029177,2.3612778359033593,0.7153580558247461
52,"('moran_autocorrelation', 'quasi_seq_order_descriptors')",0.9134512161364422,2.778380040109178,7.719395647277078,1.6561309786948997,2.2542570497473537,0.6363516463617507
2,"('aa_comp', 'norm_moreaubroto_autocorrelation')",0.9128935156400769,3.27701070944281,10.738799189802869,1.7710496289249018,2.422168447940846,0.6820315180774189
47,"('moran_autocorrelation', 'composition')",0.9127481895208936,3.3907486771848894,11.497176591831076,1.8215383870316342,2.8098726346277263,0.7227029308093225
16,"('dipeptide_comp', 'geary_autocorrelation')",0.9123637313674327,2.9599716244856573,8.76143201776026,1.9923947259397692,2.4693735743779257,0.7507978880907153
48,"('moran_autocorrelation', 'transition')",0.9117330051657931,2.6756527574534203,7.159117678468091,2.0800424253815546,2.1950308806961707,0.7649860649971517
36,"('norm_moreaubroto_autocorrelation', 'moran_autocorrelation')",0.9116757487671985,2.9014936398175903,8.418665341901928,2.2214436091928604,2.302631557333273,0.7960845435512336
57,"('geary_autocorrelation', 'distribution')",0.9113975819507111,3.354383209106381,11.251886713534823,1.7566559607857344,2.7289619332956527,0.6710076446717317
40,"('norm_moreaubroto_autocorrelation', 'distribution')",0.9112861033231514,3.1938255074563746,10.200521372078969,1.9500734958319292,2.4466757925608245,0.7325787165429617
54,"('moran_autocorrelation', 'amphipilic_pseudo_aa_comp')",0.9111685306515067,2.8613655928416684,8.187413055898151,1.9886007539416801,2.128923147928612,0.7516432294529414
33,"('tripeptide_comp', 'quasi_seq_order_descriptors')",0.908940496695867,3.4521178978543707,11.91711798068648,1.6370905778266878,2.689125363511171,0.6346836987983802
82,"('conjoint_triad', 'quasi_seq_order_descriptors')",0.9078308907067527,2.9993270657383886,8.995962847270853,1.9306810163775183,2.3569677739657915,0.726880317397754
22,"('dipeptide_comp', 'quasi_seq_order_descriptors')",0.9075709167828442,2.7557253180585954,7.594022028589147,1.9631153659980436,2.185971588990177,0.7395240721597661
4,"('aa_comp', 'geary_autocorrelation')",0.9065232852192306,2.581037004339291,6.661752017768741,2.0373711336111064,2.0886325068305243,0.7568899735798343
55,"('geary_autocorrelation', 'composition')",0.9051066250470684,3.0195073725789783,9.117424773058804,1.877899865587299,2.213862799262196,0.7134195245749791
3,"('aa_comp', 'moran_autocorrelation')",0.9050626839778436,3.2735292762587322,10.71599392252302,1.8730812281143054,2.49418627126849,0.7277728794614915
89,"('quasi_seq_order_descriptors', 'amphipilic_pseudo_aa_comp')",0.9049891493584237,2.72141457335317,7.406097280059017,1.9420163936414878,2.082601718034949,0.7402578653903973
81,"('conjoint_triad', 'seq_order_coupling_number')",0.9046097331894736,2.5938407294308843,6.728009729654542,2.185023881251254,2.1123403781640318,0.7954563571027532
71,"('transition', 'conjoint_triad')",0.9045131699788876,3.141029780083382,9.86606807937066,1.7340641307254778,2.4219163694332586,0.6610488792939866
76,"('distribution', 'conjoint_triad')",0.9041162007452692,2.824837547146983,7.979707167771382,1.7873915106931897,2.1536663896172743,0.6814063086615492
85,"('seq_order_coupling_number', 'quasi_seq_order_descriptors')",0.9035492386972782,2.945119328434543,8.673727858718735,1.730704749301477,2.3740739037625778,0.6763086294697631
65,"('composition', 'conjoint_triad')",0.9032917246123799,3.0495870504510036,9.299981178278452,1.6872169817154383,2.3389340825529126,0.6444458515996896
90,"('pseudo_aa_comp', 'amphipilic_pseudo_aa_comp')",0.9022930488064805,3.570123203012471,12.745779684688024,1.5466207334323803,2.789679764935605,0.5893619107066566
