,Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
25,"('_dipeptide_composition', '_pseudo_AAC')",0.8304010282630976,2.3562370063702587,5.551852830188678,2.428222016904001,1.8445283018867922,0.8350339281581746
77,"('_composition', '_transition')",0.7742216603815789,2.7391614885539988,7.503005660377358,2.1045481312005805,2.2367924528301883,0.7742808207658359
0,"('_aa_composition', '_dipeptide_composition')",0.7737649948750457,3.1131210451104265,9.691522641509435,2.1024229958331495,2.41754716981132,0.7779683391341911
24,"('_dipeptide_composition', '_quasi_seq_order')",0.7697556408419286,2.781753892237976,7.7381547169811284,2.0840373613857457,2.2177358490566035,0.7698283522297071
66,"('_geary_autocorrelation', '_quasi_seq_order')",0.7643547805275137,2.8748909741427657,8.26499811320754,2.0600164252423996,2.303207547169811,0.7645179928260116
21,"('_dipeptide_composition', '_distribution')",0.7558661076021035,2.879070211547276,8.289045283018877,2.023885608781961,2.256226415094341,0.7569655481181372
14,"('_dipeptide_composition', '_tripeptide_composition')",0.7489692486866285,3.1000234326564167,9.610145283018872,1.9958897004784033,2.429245283018869,0.7610143075514464
22,"('_dipeptide_composition', '_conjoint_triad')",0.7473771744421362,3.040599804283905,9.245247169811323,1.989590533179647,2.5379245283018887,0.7474850419859402
23,"('_dipeptide_composition', '_seq_order_coupling_number')",0.7468822568172865,3.240251853710094,10.4992320754717,1.987644472002075,2.4628301886792467,0.7469398290196306
8,"('_aa_composition', '_distribution')",0.7446138996697449,3.268913904220721,10.685798113207555,1.9787975851343378,2.618301886792454,0.749633782521808
7,"('_aa_composition', '_transition')",0.7368450564112692,3.1651334586902897,10.018069811320755,1.9493697994625414,2.5330188679245285,0.7382621281797499
40,"('_normalized_moreaubroto_autocorrelation', '_geary_autocorrelation')",0.7352708696510044,2.722674877866625,7.412958490566042,1.9435652859369816,2.1422641509433964,0.7353478054803491
54,"('_moran_autocorrelation', '_distribution')",0.729240536551113,3.18330076706316,10.133403773584902,1.9217999493317475,2.5943396226415096,0.7292608125504974
34,"('_tripeptide_composition', '_conjoint_triad')",0.7261687879229057,3.2995957442498476,10.887332075471704,1.9109904891770786,2.6860377358490575,0.7441555688191897
19,"('_dipeptide_composition', '_composition')",0.7250131967593348,2.9061158672637726,8.445509433962268,1.9069709351064796,2.3430188679245294,0.7423196668922344
72,"('_CTD', '_conjoint_triad')",0.7244709291461379,3.3074515641285807,10.939235849056596,1.9050934601237874,2.685094339622641,0.7246194602884599
59,"('_moran_autocorrelation', '_amp_pseudo_AAC')",0.7218229334466663,2.844337638849084,8.090256603773582,1.8960043895595622,2.0811320754716975,0.7224860088466198
101,"('_seq_order_coupling_number', '_amp_pseudo_AAC')",0.7179146450662923,3.1218139985446642,9.745722641509426,1.8828240206161673,2.4175471698113205,0.7207165672138549
73,"('_CTD', '_seq_order_coupling_number')",0.7155283321830219,3.18142634440995,10.121473584905658,1.8749102809690175,2.316415094339622,0.716239379796314
33,"('_tripeptide_composition', '_distribution')",0.7127006944094343,3.2291937775287174,10.427692452830188,1.8656609087955285,2.5367924528301877,0.7180851177773249
16,"('_dipeptide_composition', '_moran_autocorrelation')",0.7125390143980295,3.026786389730305,9.161435849056614,1.865136172365571,2.2726415094339627,0.750544613160185
87,"('_transition', '_quasi_seq_order')",0.7119612976617119,3.1691511273406534,10.043518867924535,1.8632647897885488,2.5469811320754725,0.7305678331799494
95,"('_conjoint_triad', '_seq_order_coupling_number')",0.7070937872023377,3.00217499772767,9.013054716981134,1.847718079175649,2.413396226415095,0.7209200114304092
9,"('_aa_composition', '_conjoint_triad')",0.7015545713153437,2.829377556723487,8.005377358490568,1.8304907323697905,2.1992452830188687,0.701674017943007
75,"('_CTD', '_pseudo_AAC')",0.6997284058503316,3.1970936093849067,10.221407547169811,1.82491598438539,2.6018867924528304,0.7175839229248144
48,"('_normalized_moreaubroto_autocorrelation', '_pseudo_AAC')",0.6993203669911563,3.504437079658161,12.281079245283022,1.8236773081426385,2.9516981132075477,0.6993374502928216
93,"('_distribution', '_pseudo_AAC')",0.6982838079775403,3.2183008525242776,10.357460377358493,1.8205419518198418,2.4701886792452834,0.7140086210830134
37,"('_tripeptide_composition', '_pseudo_AAC')",0.6941983022951729,3.3078303326249916,10.941741509433964,1.8083398544683456,2.5662264150943392,0.6942054908163036
89,"('_transition', '_amp_pseudo_AAC')",0.6908080497717652,3.0436857001848003,9.264022641509438,1.7983984132400073,2.454716981132075,0.6932649900705032
83,"('_composition', '_amp_pseudo_AAC')",0.6901603400388223,2.9725689290133963,8.83616603773585,1.796517683125662,2.31245283018868,0.6984824581661122
53,"('_moran_autocorrelation', '_transition')",0.6892681789782287,3.492686969104294,12.19886226415094,1.7939367835691022,2.573396226415094,0.6896716072511884
64,"('_geary_autocorrelation', '_conjoint_triad')",0.684077001538778,3.6692020108228443,13.463043396226404,1.7791369468887785,2.787358490566036,0.7119761948917929
84,"('_transition', '_distribution')",0.6818372468476028,3.804403109407298,14.473483018867917,1.7728636354616394,2.7935849056603774,0.6979957521968766
57,"('_moran_autocorrelation', '_quasi_seq_order')",0.6814792581745561,3.680991714198769,13.549699999999993,1.7718670857179375,3.040566037735848,0.6856521175155035
98,"('_conjoint_triad', '_amp_pseudo_AAC')",0.6792357688773596,3.3495527721749507,11.219503773584897,1.765659816256977,2.57452830188679,0.6799051943806288
63,"('_geary_autocorrelation', '_distribution')",0.6752155309202146,3.1595736516779227,9.982905660377364,1.754697968445096,2.505283018867925,0.6768611869222567
61,"('_geary_autocorrelation', '_composition')",0.6731342064763342,3.3338741699608385,11.114716981132071,1.7491025098083024,2.553207547169811,0.6757477726478011
67,"('_geary_autocorrelation', '_pseudo_AAC')",0.6723355696004263,3.2542158432895905,10.58992075471698,1.746969611239317,2.71811320754717,0.6888496938157996
10,"('_aa_composition', '_seq_order_coupling_number')",0.6722291794781245,3.3909836052863414,11.498769811320754,1.746686066482792,2.6139622641509432,0.673949419856593
