,Algorithm,Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
318,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'amphipilic_pseudo_aa_comp')",1.0,5.193610007081816,26.97358490566038,1.1253864502048525,4.154716981132076,0.21189078727395194
314,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'conjoint_triad')",1.0,4.595465361287412,21.118301886792448,1.3662972750694644,3.7226415094339624,0.4551067411862637
333,DecisionTreeRegressor,"('geary_autocorrelation', 'quasi_seq_order_descriptors')",1.0,4.721048812159481,22.288301886792446,1.3185663812267527,3.928301886792453,0.41516300789683036
332,DecisionTreeRegressor,"('geary_autocorrelation', 'seq_order_coupling_number')",1.0,4.6929895528752485,22.02415094339623,1.2505062686329156,3.8150943396226413,0.390301178887031
331,DecisionTreeRegressor,"('geary_autocorrelation', 'conjoint_triad')",1.0,4.147561229318187,17.20226415094339,1.2804719766696535,3.252830188679245,0.41369242272128737
330,DecisionTreeRegressor,"('geary_autocorrelation', 'distribution')",1.0,4.513418149942061,20.370943396226416,1.4325650373861858,3.69811320754717,0.5068292482246208
329,DecisionTreeRegressor,"('geary_autocorrelation', 'transition')",1.0,3.9845929694355826,15.876981132075475,1.6407007867369126,3.1433962264150943,0.6303936553840365
328,DecisionTreeRegressor,"('geary_autocorrelation', 'composition')",1.0,5.302526987468351,28.116792452830182,1.0757170183774873,4.413207547169812,0.25586575656131716
327,DecisionTreeRegressor,"('moran_autocorrelation', 'amphipilic_pseudo_aa_comp')",1.0,4.659054888368476,21.70679245283019,1.171002056383698,3.6716981132075466,0.2776053139395831
326,DecisionTreeRegressor,"('moran_autocorrelation', 'pseudo_aa_comp')",1.0,4.571445417758717,20.89811320754717,1.2658401311394476,3.637735849056604,0.36616239600189615
325,DecisionTreeRegressor,"('moran_autocorrelation', 'quasi_seq_order_descriptors')",1.0,4.277739660588707,18.299056603773586,1.3961130704700588,3.2169811320754715,0.4951155149085952
324,DecisionTreeRegressor,"('moran_autocorrelation', 'seq_order_coupling_number')",1.0,4.589384798661873,21.062452830188683,1.2169560326038176,3.733962264150943,0.3133795255967844
323,DecisionTreeRegressor,"('moran_autocorrelation', 'conjoint_triad')",1.0,4.369750219535675,19.094716981132077,1.1419830053520605,3.6075471698113204,0.21873843429748452
322,DecisionTreeRegressor,"('moran_autocorrelation', 'distribution')",1.0,4.995110817136263,24.9511320754717,1.1899084070938653,3.8886792452830186,0.3184872618693768
321,DecisionTreeRegressor,"('moran_autocorrelation', 'transition')",1.0,5.066948022641533,25.673962264150944,1.0684755244144752,3.9320754716981137,0.10722272179879255
320,DecisionTreeRegressor,"('moran_autocorrelation', 'composition')",1.0,3.7626265414688764,14.15735849056604,1.4191360085236677,3.166037735849056,0.4939463885891927
319,DecisionTreeRegressor,"('moran_autocorrelation', 'geary_autocorrelation')",1.0,4.939463724615502,24.39830188679245,1.2569975601584715,4.1000000000000005,0.35609441591494373
317,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'pseudo_aa_comp')",1.0,4.036928591495048,16.296792452830193,1.2514470641235935,3.232075471698112,0.34995757786679216
316,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'quasi_seq_order_descriptors')",1.0,4.626808672353552,21.40735849056604,1.1765024803410784,3.60566037735849,0.2783902232943728
334,DecisionTreeRegressor,"('geary_autocorrelation', 'pseudo_aa_comp')",1.0,3.6452346768152806,13.287735849056604,1.6533413403537975,2.7264150943396226,0.6508306088574303
335,DecisionTreeRegressor,"('geary_autocorrelation', 'amphipilic_pseudo_aa_comp')",1.0,3.979617882481437,15.837358490566038,1.3382544209211091,3.0716981132075474,0.47158431651278365
336,DecisionTreeRegressor,"('composition', 'transition')",1.0,4.221552964723085,17.82150943396227,1.4404175761591818,3.5433962264150947,0.516451112189663
345,DecisionTreeRegressor,"('transition', 'seq_order_coupling_number')",1.0,4.959058796883073,24.592264150943393,1.1658434095374288,3.711320754716981,0.2636461432747619
352,DecisionTreeRegressor,"('distribution', 'pseudo_aa_comp')",1.0,4.372599071663149,19.119622641509434,1.391621986410221,3.4,0.4790698813882206
351,DecisionTreeRegressor,"('distribution', 'quasi_seq_order_descriptors')",1.0,4.575962626843029,20.93943396226415,1.1112115587006277,3.605660377358491,0.1756839098574121
350,DecisionTreeRegressor,"('distribution', 'seq_order_coupling_number')",1.0,4.484312277682452,20.109056603773585,1.2380012479058684,3.581132075471697,0.33549948575561916
349,DecisionTreeRegressor,"('distribution', 'conjoint_triad')",1.0,4.688202777506416,21.979245283018873,1.0929575252786514,3.803773584905661,0.1566962410171362
348,DecisionTreeRegressor,"('transition', 'amphipilic_pseudo_aa_comp')",1.0,5.560388882830218,30.917924528301885,1.0478426297298695,4.3943396226415095,0.07235071745746191
347,DecisionTreeRegressor,"('transition', 'pseudo_aa_comp')",1.0,5.419931768699536,29.375660377358482,1.0968846140530126,4.1113207547169806,0.15338640019349792
346,DecisionTreeRegressor,"('transition', 'quasi_seq_order_descriptors')",1.0,4.875274544760782,23.76830188679245,1.2728431029831273,3.8113207547169816,0.3969657194708618
273,DecisionTreeRegressor,"('aa_comp', 'dipeptide_comp')",1.0,4.499182315647363,20.242641509433966,1.1797274988997335,3.3698113207547173,0.27138822997271916
337,DecisionTreeRegressor,"('composition', 'distribution')",1.0,5.206418390105639,27.10679245283019,1.1753933438693207,4.060377358490566,0.26597744725148087
344,DecisionTreeRegressor,"('transition', 'conjoint_triad')",1.0,4.6956222084542,22.048867924528295,1.3902038404531165,3.8207547169811313,0.47367894923900145
343,DecisionTreeRegressor,"('transition', 'distribution')",1.0,5.676864667475363,32.22679245283017,1.2119790143884692,4.70943396226415,0.3432538669661547
342,DecisionTreeRegressor,"('composition', 'amphipilic_pseudo_aa_comp')",1.0,4.743973336652297,22.505283018867924,1.4765094912925625,3.8226415094339625,0.5374794813609852
341,DecisionTreeRegressor,"('composition', 'pseudo_aa_comp')",1.0,5.093040015921098,25.939056603773576,1.1153085885021192,4.0924528301886784,0.18096569555530673
340,DecisionTreeRegressor,"('composition', 'quasi_seq_order_descriptors')",1.0,4.5416936413716265,20.626981132075468,1.2836575208593897,3.5339622641509436,0.38225891545395185
339,DecisionTreeRegressor,"('composition', 'seq_order_coupling_number')",1.0,5.255347680723229,27.618679245283026,1.1815694506315182,4.201886792452831,0.3494225988481523
338,DecisionTreeRegressor,"('composition', 'conjoint_triad')",1.0,5.148071630177067,26.502641509433964,1.1034396926154773,3.807547169811321,0.17636518235977094
315,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'seq_order_coupling_number')",1.0,4.562583677185631,20.81716981132076,1.3257053802758334,3.5226415094339623,0.4203661168368521
313,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'distribution')",1.0,4.710125584192838,22.185283018867924,1.250030387589025,3.641509433962264,0.38440645082552827
354,DecisionTreeRegressor,"('conjoint_triad', 'seq_order_coupling_number')",1.0,3.983574767031278,15.8688679245283,1.3559116097860042,2.8773584905660377,0.45284064975331406
312,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'transition')",1.0,4.368368289125124,19.082641509433962,1.458736979134267,3.5547169811320765,0.5281247408648608
291,DecisionTreeRegressor,"('dipeptide_comp', 'transition')",1.0,4.276989771958072,18.292641509433963,1.3936158275023278,3.1301886792452827,0.47566745770646945
290,DecisionTreeRegressor,"('dipeptide_comp', 'composition')",1.0,4.592364458615488,21.08981132075472,1.2650713344678453,3.630188679245283,0.37063465102578774
289,DecisionTreeRegressor,"('dipeptide_comp', 'geary_autocorrelation')",1.0,4.153062066512116,17.247924528301887,1.1950765034052497,3.275471698113207,0.2874974996413331
288,DecisionTreeRegressor,"('dipeptide_comp', 'moran_autocorrelation')",1.0,4.599405211751494,21.1545283018868,1.2768851115162685,3.3226415094339625,0.3754638510223187
287,DecisionTreeRegressor,"('dipeptide_comp', 'norm_moreaubroto_autocorrelation')",1.0,3.931680710274827,15.458113207547168,1.5269564615742663,3.0301886792452835,0.5794557965029584
286,DecisionTreeRegressor,"('dipeptide_comp', 'tripeptide_comp')",1.0,3.4116061618794133,11.639056603773582,1.6348918867807813,2.624528301886793,0.6197283502339794
285,DecisionTreeRegressor,"('aa_comp', 'amphipilic_pseudo_aa_comp')",1.0,5.379363082169795,28.937547169811317,1.0807319254123657,4.273584905660377,0.12786820903175067
284,DecisionTreeRegressor,"('aa_comp', 'pseudo_aa_comp')",1.0,5.727787283917878,32.807547169811336,1.1670201157319042,4.547169811320755,0.25923475296764775
283,DecisionTreeRegressor,"('aa_comp', 'quasi_seq_order_descriptors')",1.0,4.8930254560146675,23.941698113207543,1.2714911693455153,3.8471698113207555,0.3980174842061688
282,DecisionTreeRegressor,"('aa_comp', 'seq_order_coupling_number')",1.0,4.664559272594482,21.758113207547165,1.2598386164987199,3.388679245283018,0.35802616230750806
281,DecisionTreeRegressor,"('aa_comp', 'conjoint_triad')",1.0,3.9944064664062324,15.955283018867924,1.4024517295376169,2.967924528301887,0.5671161355801924
280,DecisionTreeRegressor,"('aa_comp', 'distribution')",1.0,4.849528278946508,23.517924528301883,1.2387623764734683,4.024528301886791,0.38605922382691094
279,DecisionTreeRegressor,"('aa_comp', 'transition')",1.0,5.5697295080149845,31.021886792452836,0.9924207772722219,4.611320754716981,-0.015666483463499636
278,DecisionTreeRegressor,"('aa_comp', 'composition')",1.0,5.206780774887286,27.11056603773585,1.230185370860306,3.9471698113207556,0.3399610870853341
277,DecisionTreeRegressor,"('aa_comp', 'geary_autocorrelation')",1.0,4.550388745574279,20.706037735849055,1.2956097302983711,3.464150943396226,0.39923132637331815
276,DecisionTreeRegressor,"('aa_comp', 'moran_autocorrelation')",1.0,4.7004817095577325,22.094528301886783,1.2212499724429298,3.6283018867924537,0.3719684503905828
275,DecisionTreeRegressor,"('aa_comp', 'norm_moreaubroto_autocorrelation')",1.0,5.257016874149667,27.636226415094335,1.0037811836710322,4.5094339622641515,0.01795771105770394
292,DecisionTreeRegressor,"('dipeptide_comp', 'distribution')",1.0,4.893507442963546,23.946415094339624,1.2483753991985025,3.8981132075471714,0.3807624166053968
293,DecisionTreeRegressor,"('dipeptide_comp', 'conjoint_triad')",1.0,4.180841298382917,17.47943396226415,1.2524764915726974,3.3981132075471696,0.35101369126323145
294,DecisionTreeRegressor,"('dipeptide_comp', 'seq_order_coupling_number')",1.0,4.294599504687297,18.443584905660376,1.4092708083380296,3.394339622641509,0.49057023926104837
304,DecisionTreeRegressor,"('tripeptide_comp', 'conjoint_triad')",1.0,4.4303200616949345,19.62773584905661,1.3309420008680162,3.4698113207547174,0.4256025774311555
311,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'composition')",1.0,5.638663698243298,31.794528301886785,1.0204025963914405,4.439622641509434,0.04863073169908372
310,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'geary_autocorrelation')",1.0,4.5774673725947865,20.953207547169814,1.2169824572472887,3.7773584905660385,0.31221040983541404
309,DecisionTreeRegressor,"('norm_moreaubroto_autocorrelation', 'moran_autocorrelation')",1.0,4.559253497320607,20.786792452830184,1.2638064584306992,3.4830188679245286,0.3809619566559732
308,DecisionTreeRegressor,"('tripeptide_comp', 'amphipilic_pseudo_aa_comp')",1.0,4.796637973524435,23.007735849056598,1.1399425033217014,3.481132075471698,0.24515269949285468
307,DecisionTreeRegressor,"('tripeptide_comp', 'pseudo_aa_comp')",1.0,4.902136615418466,24.030943396226412,1.2614230323994384,3.9547169811320755,0.3650102236370797
306,DecisionTreeRegressor,"('tripeptide_comp', 'quasi_seq_order_descriptors')",1.0,5.113135138385863,26.14415094339622,1.1178875008686786,3.928301886792453,0.18600091067601032
305,DecisionTreeRegressor,"('tripeptide_comp', 'seq_order_coupling_number')",1.0,5.008408024851431,25.084150943396217,1.2001301498941852,4.150943396226414,0.3234009791550926
303,DecisionTreeRegressor,"('tripeptide_comp', 'distribution')",1.0,5.005072898268429,25.050754716981128,1.2251400475445946,4.164150943396226,0.4038765699869127
295,DecisionTreeRegressor,"('dipeptide_comp', 'quasi_seq_order_descriptors')",1.0,3.5401204541920155,12.532452830188683,1.6521140543438186,2.6641509433962267,0.626635724479325
302,DecisionTreeRegressor,"('tripeptide_comp', 'transition')",1.0,4.3599376834736505,19.009056603773583,1.4174971401043484,3.430188679245282,0.5008428249302903
301,DecisionTreeRegressor,"('tripeptide_comp', 'composition')",1.0,4.467957196463946,19.96264150943396,1.5242695377517828,3.452830188679245,0.5862038266568597
300,DecisionTreeRegressor,"('tripeptide_comp', 'geary_autocorrelation')",1.0,3.9358775483329884,15.491132075471695,1.5645530745937146,3.1905660377358482,0.5926365097952837
299,DecisionTreeRegressor,"('tripeptide_comp', 'moran_autocorrelation')",1.0,4.980736476572174,24.807735849056595,1.1022722698075191,3.7113207547169798,0.2338069661266322
298,DecisionTreeRegressor,"('tripeptide_comp', 'norm_moreaubroto_autocorrelation')",1.0,5.120067806154782,26.21509433962264,1.1515519318347809,3.992452830188678,0.23653507934171913
297,DecisionTreeRegressor,"('dipeptide_comp', 'amphipilic_pseudo_aa_comp')",1.0,4.87068628692717,23.72358490566038,1.1397595051920648,3.48867924528302,0.24332765133185585
296,DecisionTreeRegressor,"('dipeptide_comp', 'pseudo_aa_comp')",1.0,4.663123093071003,21.744716981132076,1.2214057167361445,3.70377358490566,0.31679350036396925
353,DecisionTreeRegressor,"('distribution', 'amphipilic_pseudo_aa_comp')",1.0,5.402759602347185,29.18981132075471,1.1473626978226097,4.48679245283019,0.22587723398288473
274,DecisionTreeRegressor,"('aa_comp', 'tripeptide_comp')",1.0,3.8348944045879043,14.706415094339619,1.6761549383490144,2.849056603773585,0.6373092012984481
355,DecisionTreeRegressor,"('conjoint_triad', 'quasi_seq_order_descriptors')",1.0,4.816011032395061,23.193962264150944,1.175969228290997,3.6075471698113204,0.26309356898073466
356,DecisionTreeRegressor,"('conjoint_triad', 'pseudo_aa_comp')",1.0,4.251370478257126,18.074150943396223,1.3721772612067544,3.0886792452830187,0.45868769686221034
357,DecisionTreeRegressor,"('conjoint_triad', 'amphipilic_pseudo_aa_comp')",1.0,4.269196380567314,18.226037735849054,1.543591122777627,3.037735849056604,0.5854674953155803
358,DecisionTreeRegressor,"('seq_order_coupling_number', 'quasi_seq_order_descriptors')",1.0,4.209871597557879,17.72301886792453,1.4799167258021468,3.1924528301886808,0.5497368319211018
359,DecisionTreeRegressor,"('seq_order_coupling_number', 'pseudo_aa_comp')",1.0,4.564402872765029,20.833773584905654,1.417425141351945,3.454716981132075,0.4987789308267695
360,DecisionTreeRegressor,"('seq_order_coupling_number', 'amphipilic_pseudo_aa_comp')",1.0,4.217550930226759,17.787735849056602,1.3238320364898073,3.4245283018867925,0.43984508290466995
361,DecisionTreeRegressor,"('quasi_seq_order_descriptors', 'pseudo_aa_comp')",1.0,5.032235708550933,25.323396226415106,1.1857796448689677,3.867924528301888,0.30418113787130474
362,DecisionTreeRegressor,"('quasi_seq_order_descriptors', 'amphipilic_pseudo_aa_comp')",1.0,5.118575126024304,26.199811320754716,0.9390042321894104,3.949056603773585,-0.14573233865353807
363,DecisionTreeRegressor,"('pseudo_aa_comp', 'amphipilic_pseudo_aa_comp')",1.0,6.041569832232004,36.50056603773585,0.9544561428531383,4.526415094339623,-0.11150094062495897
127,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'moran_autocorrelation')",0.9676668442950438,3.380117473117684,11.425194132075477,1.546964585301091,2.7332641509433966,0.5940300430822607
135,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'pseudo_aa_comp')",0.9662746872136422,3.7127972036554455,13.784863075471694,1.6865752106312182,3.0011886792452827,0.6677510309530201
106,RandomForestRegressor,"('dipeptide_comp', 'moran_autocorrelation')",0.9652452629629203,3.4361328691335022,11.807009094339636,1.7777027610582317,2.639849056603773,0.6873625537467314
114,RandomForestRegressor,"('dipeptide_comp', 'pseudo_aa_comp')",0.9641886511390054,3.288000286920983,10.810945886792464,1.5439226763719693,2.499169811320757,0.5830269545091407
134,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'quasi_seq_order_descriptors')",0.9639652089101,2.843305875541149,8.08438830188682,1.8594703349918187,2.321509433962267,0.7052277997943341
105,RandomForestRegressor,"('dipeptide_comp', 'norm_moreaubroto_autocorrelation')",0.963612112097168,2.5956683510570517,6.737494188679235,2.0228274369056107,2.0991320754716964,0.7731563118902126
146,RandomForestRegressor,"('geary_autocorrelation', 'composition')",0.963464426602416,2.8966797290743416,8.390753452830202,1.8687853150577853,2.31224528301887,0.708248832535707
99,RandomForestRegressor,"('aa_comp', 'conjoint_triad')",0.9629737570662428,3.41802776907805,11.682913830188673,1.7820154007105489,2.513716981132074,0.6852227096097282
107,RandomForestRegressor,"('dipeptide_comp', 'geary_autocorrelation')",0.962787588451583,2.6580813551443514,7.065396490566032,2.1518929094305004,2.136716981132073,0.7799467525631882
108,RandomForestRegressor,"('dipeptide_comp', 'composition')",0.962742836031196,3.420108910877574,11.697144962264188,1.789675613749242,2.521603773584912,0.6838073655308925
179,RandomForestRegressor,"('quasi_seq_order_descriptors', 'pseudo_aa_comp')",0.9627405161824445,3.2127003806531764,10.321443735849064,1.5972509630453526,2.4577358490566037,0.634926346355345
113,RandomForestRegressor,"('dipeptide_comp', 'quasi_seq_order_descriptors')",0.9625287277911276,3.7825605433556464,14.307764264150963,1.7005601163699389,2.846603773584907,0.6492316627403576
169,RandomForestRegressor,"('distribution', 'quasi_seq_order_descriptors')",0.9625273358609038,3.0204332033417125,9.12301673584908,1.829253440830927,2.5249245283018915,0.6956469736067321
152,RandomForestRegressor,"('geary_autocorrelation', 'pseudo_aa_comp')",0.962284087340385,2.8753831147524993,8.267828056603785,1.7929086942352706,2.241452830188681,0.68911454378993
130,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'transition')",0.9622238126888786,2.938828354011106,8.636712094339629,1.8745797971862441,2.256245283018871,0.7188912056242072
115,RandomForestRegressor,"('dipeptide_comp', 'amphipilic_pseudo_aa_comp')",0.9619593277597507,3.337229972116466,11.137103886792469,1.7328077906970476,2.8038490566037746,0.6662502254506403
162,RandomForestRegressor,"('transition', 'conjoint_triad')",0.9618975227049027,2.812564598838846,7.9105196226415195,1.8546877309623326,2.24992452830189,0.7058147790726387
133,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'seq_order_coupling_number')",0.9618732984627385,2.9405509687811935,8.646840000000015,1.9504288042752091,2.2700754716981164,0.7367547371460877
149,RandomForestRegressor,"('geary_autocorrelation', 'conjoint_triad')",0.9618282610665521,3.291667221081075,10.835073094339608,1.4607994646251097,2.6686415094339595,0.52310279336535
117,RandomForestRegressor,"('tripeptide_comp', 'moran_autocorrelation')",0.9616379361572529,2.0785423956624087,4.320338490566025,2.445873287400705,1.7043396226415057,0.8342126071594236
147,RandomForestRegressor,"('geary_autocorrelation', 'transition')",0.9615332608563586,3.525536517446539,12.429407735849072,1.5886441089986207,2.704641509433962,0.5963486080388126
139,RandomForestRegressor,"('moran_autocorrelation', 'transition')",0.961509289581706,2.9667554032379395,8.80163762264151,1.918689383956663,2.112867924528303,0.7296788866801075
92,RandomForestRegressor,"('aa_comp', 'tripeptide_comp')",0.9612886894805244,3.6366149977017734,13.22496864150947,1.734565378751182,2.4607924528301957,0.6690233758969389
110,RandomForestRegressor,"('dipeptide_comp', 'distribution')",0.9611404176711198,3.051903015966915,9.314112018867954,2.02421856830864,2.4356037735849108,0.7696118616215766
156,RandomForestRegressor,"('composition', 'conjoint_triad')",0.961133479944674,2.6082052493317183,6.802734622641531,2.0191782055660985,2.022433962264153,0.7510156377520842
95,RandomForestRegressor,"('aa_comp', 'geary_autocorrelation')",0.9610727587193765,2.933596971071392,8.605991188679244,2.003713681274192,2.310132075471697,0.7478891908960978
132,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'conjoint_triad')",0.9610723974873947,2.913032495657184,8.485758320754723,1.9844472111837184,2.3293773584905675,0.7458437290426452
104,RandomForestRegressor,"('dipeptide_comp', 'tripeptide_comp')",0.9607859159464772,2.6941945308034727,7.258684169811344,2.073801369744859,2.078358490566039,0.7652866224222762
112,RandomForestRegressor,"('dipeptide_comp', 'seq_order_coupling_number')",0.9607357171024085,3.358934037447673,11.282437867924525,1.971201865974525,2.507641509433961,0.7497192155471617
142,RandomForestRegressor,"('moran_autocorrelation', 'seq_order_coupling_number')",0.9607314933803205,2.8490116624594912,8.116867452830194,1.9602186532330885,2.186283018867925,0.7364211653855863
111,RandomForestRegressor,"('dipeptide_comp', 'conjoint_triad')",0.9607200999303368,3.322241377983382,11.03728777358492,1.8074212755833807,2.6470188679245306,0.6885010635681416
122,RandomForestRegressor,"('tripeptide_comp', 'conjoint_triad')",0.9605149919051377,3.0645270742284616,9.391326188679255,1.8917331273261129,2.4791320754717003,0.7155941243623445
120,RandomForestRegressor,"('tripeptide_comp', 'transition')",0.9604554626808157,2.8790382140110378,8.288861037735867,1.8197474319005598,2.2982075471698136,0.6922476331895964
145,RandomForestRegressor,"('moran_autocorrelation', 'amphipilic_pseudo_aa_comp')",0.9603379568178425,2.9092873308741645,8.463952773584921,1.862900739179916,2.2795283018867947,0.7130279901868737
124,RandomForestRegressor,"('tripeptide_comp', 'quasi_seq_order_descriptors')",0.9603158174867372,3.5972696879087582,12.940349207547174,1.6745794798288534,2.6667169811320774,0.6370204364710745
175,RandomForestRegressor,"('conjoint_triad', 'amphipilic_pseudo_aa_comp')",0.9601470848556207,3.2150273803816636,10.336401056603783,1.8382367462903144,2.3618490566037775,0.7101210395378241
151,RandomForestRegressor,"('geary_autocorrelation', 'quasi_seq_order_descriptors')",0.9599868373586637,2.7189589815582393,7.392737943396219,2.048576434759112,2.128698113207546,0.757510900083832
167,RandomForestRegressor,"('distribution', 'conjoint_triad')",0.9599704743894433,3.0265059030393635,9.159737981132112,2.0639019555093125,2.3365094339622683,0.7611024172563006
153,RandomForestRegressor,"('geary_autocorrelation', 'amphipilic_pseudo_aa_comp')",0.9599504877942301,3.1114243841226843,9.680961698113224,2.052765184821512,2.465660377358495,0.7590472684051703
118,RandomForestRegressor,"('tripeptide_comp', 'geary_autocorrelation')",0.95986105185823,3.2419071372870105,10.509961886792459,1.9195193641015587,2.5188301886792472,0.7400479500547201
174,RandomForestRegressor,"('conjoint_triad', 'pseudo_aa_comp')",0.9598141412496602,3.6426766335489855,13.269093056603769,1.6257349203191214,2.9225660377358476,0.6150182970972136
144,RandomForestRegressor,"('moran_autocorrelation', 'pseudo_aa_comp')",0.9596523680162309,3.598116475298063,12.946442169811359,1.8919780457527196,2.689264150943401,0.7202378244712719
128,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'geary_autocorrelation')",0.9596147270251241,2.4988397345303923,6.2442000188679225,2.345975322254373,1.9268490566037737,0.8168762766184565
129,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'composition')",0.9595972174538103,3.451990833849522,11.916240716981118,1.6398482800545435,2.6375471698113193,0.6209867463814038
143,RandomForestRegressor,"('moran_autocorrelation', 'quasi_seq_order_descriptors')",0.9595168436569976,3.4833212328639394,12.133526811320754,1.636549865783335,2.779716981132075,0.6479417709256805
94,RandomForestRegressor,"('aa_comp', 'moran_autocorrelation')",0.9593223647867469,3.2929197344239167,10.843320377358477,1.8553283887863998,2.750490566037735,0.7044829509784617
165,RandomForestRegressor,"('transition', 'pseudo_aa_comp')",0.9592993545980947,2.9867371797886872,8.92059898113208,1.5606804833782848,2.3280377358490574,0.6031721646058588
141,RandomForestRegressor,"('moran_autocorrelation', 'conjoint_triad')",0.959197535476488,3.572677749516014,12.764026301886808,1.9181614766262411,2.9144150943396228,0.731690558019165
172,RandomForestRegressor,"('conjoint_triad', 'seq_order_coupling_number')",0.9590618928903788,3.388714335711498,11.48338484905662,1.8257635882597203,2.404320754716985,0.7055315297354772
100,RandomForestRegressor,"('aa_comp', 'seq_order_coupling_number')",0.958981240746464,3.2731724643122746,10.713657981132087,1.8730633889981572,2.636547169811321,0.7222991636916645
137,RandomForestRegressor,"('moran_autocorrelation', 'geary_autocorrelation')",0.9586348739609397,3.0203544462748204,9.122540981132078,1.980514283766246,2.4734716981132068,0.7415465311495544
136,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'amphipilic_pseudo_aa_comp')",0.9583606558623914,3.392079283850028,11.506201867924519,1.709361393905948,2.6288490566037717,0.6513726945440592
125,RandomForestRegressor,"('tripeptide_comp', 'pseudo_aa_comp')",0.9582459100979962,3.015382684809519,9.092532735849064,1.8049624776407684,2.5302452830188713,0.6892083014941782
138,RandomForestRegressor,"('moran_autocorrelation', 'composition')",0.9580585871464267,3.3502428270201525,11.224126999999983,1.806541301162948,2.7182452830188653,0.6891480325975139
163,RandomForestRegressor,"('transition', 'seq_order_coupling_number')",0.95788673776592,3.511151284069465,12.328183339622655,1.5927756547137817,2.637377358490567,0.6074135415902899
131,RandomForestRegressor,"('norm_moreaubroto_autocorrelation', 'distribution')",0.9576867183761162,3.0304593244228095,9.183683716981152,2.006307958704199,2.4262075471698172,0.7529261955372051
148,RandomForestRegressor,"('geary_autocorrelation', 'distribution')",0.9576499939195904,2.6381335633574765,6.959748698113216,2.0888918983281437,2.0439433962264184,0.7687049378225959
91,RandomForestRegressor,"('aa_comp', 'dipeptide_comp')",0.9576315993464478,2.202737730514903,4.852053509433946,2.542645875508245,1.7723396226415078,0.8434202281720676
164,RandomForestRegressor,"('transition', 'quasi_seq_order_descriptors')",0.9572096778471278,3.1858657482759285,10.149740566037742,1.838905999779144,2.4883773584905695,0.699277303345937
116,RandomForestRegressor,"('tripeptide_comp', 'norm_moreaubroto_autocorrelation')",0.957139766150483,2.9209655840828193,8.532039943396285,2.0919996284374043,2.2906603773585,0.7731438556571946
140,RandomForestRegressor,"('moran_autocorrelation', 'distribution')",0.956959282760278,3.008281848372139,9.049759679245293,1.9869083215696095,2.3053018867924537,0.7472724162459828
171,RandomForestRegressor,"('distribution', 'amphipilic_pseudo_aa_comp')",0.9569006244065721,3.60523116522602,12.997691754716964,1.4898941438633486,2.7786603773584884,0.5571238234113458
109,RandomForestRegressor,"('dipeptide_comp', 'transition')",0.9566390462737345,2.748129628098024,7.552216452830182,2.3334341352521197,2.246150943396222,0.8128802950958425
123,RandomForestRegressor,"('tripeptide_comp', 'seq_order_coupling_number')",0.9564127451179792,3.0148213846150216,9.089147981132035,1.882137609782913,2.3410377358490506,0.7125020373670186
180,RandomForestRegressor,"('quasi_seq_order_descriptors', 'amphipilic_pseudo_aa_comp')",0.9560953313090015,3.9019364374966647,15.225107962264163,1.569116723690738,2.945962264150942,0.6020184490954764
