,Index + Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
2565,GOLD730101 + norm_moreaubroto_autocorrelation,0.9386371433527712,3.293998188109106,10.850424063266072,1.6270325422539993,2.5622475112054524,0.629906253397722
1221,CHOP780210 + norm_moreaubroto_autocorrelation,0.9340144695513509,3.4779138273374386,12.09588459038495,1.593165875090226,2.649893906712854,0.6085199504503398
6023,QIAN880130 + norm_moreaubroto_autocorrelation,0.9339877185900477,3.5807684065631538,12.821902381440827,1.671751288822693,2.9659539903413474,0.6353172267740692
6781,ROBB760103 + geary_autocorrelation,0.9335866693158184,3.5474753019177037,12.584581017716104,1.7023931561082852,2.7922310272759163,0.6490766863169507
3853,LEVM780102 + norm_moreaubroto_autocorrelation,0.9335800231908011,2.9235324872740054,8.547042204146534,1.9172077910990963,2.4250851022853945,0.723449064665498
4023,MAXF760103 + geary_autocorrelation,0.9325060378750345,3.4222957055332746,11.712107896111494,1.7307323569604705,2.710826897693029,0.6729436600232548
7367,VASM830102 + norm_moreaubroto_autocorrelation,0.9323295846837998,3.8048107828753914,14.47658509348485,1.5479042785056636,3.111854651535797,0.5978420851047921
7046,SIMZ760101 + moran_autocorrelation,0.9322966304876664,3.3624791055098613,11.306265734990397,1.6433318734235527,2.77358221744203,0.6402669096578912
1557,CRAJ730102 + norm_moreaubroto_autocorrelation,0.931736296845074,3.181448477811762,10.121614416970779,1.7430027632171958,2.4767318262495444,0.6693068032762453
6275,RACS820106 + norm_moreaubroto_autocorrelation,0.9316690441923423,3.0220089372757446,9.132538016974475,1.7226043057804215,2.0840074406765217,0.6572345967843592
7787,YUTK870104 + norm_moreaubroto_autocorrelation,0.9316390452964116,3.558733520985948,12.664584273389043,1.6161485579266668,2.932234303275175,0.6449052612927588
3993,MAXF760101 + norm_moreaubroto_autocorrelation,0.9314427843989848,3.4975087770108373,12.232567645267844,1.6830461912468884,2.7126060731327883,0.6886680149154083
6639,RICJ880110 + norm_moreaubroto_autocorrelation,0.931220794279477,2.8030408931111244,7.85703824845321,1.800907076118234,2.18407050285401,0.6887218684728083
2229,FUKS010110 + norm_moreaubroto_autocorrelation,0.9309526554841596,2.9081731303065297,8.457470955836879,1.6766729445528883,2.2017587263266067,0.6379332972459777
6976,ROSM880101 + moran_autocorrelation,0.9309422718323349,4.013077110144849,16.104787891968527,1.574659269009904,3.1163356373808555,0.6334602217517569
885,CHAM820102 + norm_moreaubroto_autocorrelation,0.9308824916165375,3.1462148707109137,9.89866801268249,1.8275946176840396,2.430303946335011,0.694877152295545
7605,WILM950103 + norm_moreaubroto_autocorrelation,0.9306677614891263,3.507413079146188,12.301946507765743,1.6423147858841618,2.8047968675517883,0.6221791562963841
2859,ISOY800105 + norm_moreaubroto_autocorrelation,0.9306062055812074,3.674877013576916,13.504721064915994,1.503307427417754,2.9448208628898236,0.5523941535086274
3881,LEVM780104 + norm_moreaubroto_autocorrelation,0.9305960925868008,3.4449187426750876,11.867465143634105,1.8345574694753728,2.6248777370179392,0.698827704201431
