,Index + Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
1654,DIGM050101 + tripeptide_comp,0.79124222847388,3.6486089599650735,13.312347342737414,1.520980808587914,2.6550335078251504,0.5682433271298069
4356,MUNV940104 + tripeptide_comp,0.7896397096395403,3.2981306886493775,10.877666039410817,1.6678965135749502,2.44199015259581,0.6344576411692026
3544,KLEP840101 + tripeptide_comp,0.7896092823115054,4.2300867933349915,17.89363427914711,1.5386703524008725,3.404281455253418,0.5698346281633501
5686,QIAN880106 + tripeptide_comp,0.7890887140461743,2.894184912280165,8.376306306470145,1.7481380775305218,2.242138057220945,0.6668652175863952
6106,QIAN880136 + tripeptide_comp,0.7882982981671216,3.6632060715110466,13.419078722355394,1.6604828747201776,2.8640865722024484,0.6401900471576032
1122,CHOP780203 + tripeptide_comp,0.7882248521864019,3.4628352123069335,11.991227707592804,1.5287621344151614,2.524415845018995,0.5675787191238415
5602,PUNT030102 + tripeptide_comp,0.7877348875016752,3.983931433844696,15.871709669575855,1.5374920596409647,3.035252950824408,0.5875740552324232
2830,ISOY800103 + tripeptide_comp,0.7862164972807922,3.713247246506177,13.788205113685708,1.6504077734897313,2.883673093152184,0.631604165316111
2704,GUYH850105 + tripeptide_comp,0.7860534822383642,4.3437683693487585,18.86832364655477,1.4651685297780521,3.3935860069744304,0.5553355000270512
4510,NAGK730103 + tripeptide_comp,0.7849471424941838,3.065881406479401,9.399628798596108,1.6083919664101232,2.1507063290836204,0.6671107581412967
6036,QIAN880131 + tripeptide_comp,0.7836930763995027,3.255640721917042,10.599196510204518,1.7706593030624596,2.4161319719426624,0.678616444493624
4090,MEEJ800101 + tripeptide_comp,0.7835495801849273,4.164001548453718,17.33890889552496,1.4374333456845676,3.2531881371759566,0.5185706775552068
6904,ROBB760112 + tripeptide_comp,0.7829443058158378,3.491967269638116,12.19383541222388,1.6127684957507291,2.779548366116472,0.6116106504470431
4286,MONM990101 + tripeptide_comp,0.7822305215480208,3.252339828976494,10.577714363146852,1.47982132761121,2.5465033102233825,0.5347250769236285
3334,KARS160111 + tripeptide_comp,0.7821332201824693,3.551369968430461,12.612228652669772,1.5102980958269066,2.5525585204406687,0.6133958593038524
7352,VASM830101 + tripeptide_comp,0.7819752272837601,3.718028377089072,13.823735012839597,1.5910080470873942,2.8468062105246994,0.5976474797866149
2872,ISOY800106 + tripeptide_comp,0.7819426982795364,3.3677509261030227,11.341746300267767,1.6666951818294253,2.6583034791225613,0.6415890878499089
5896,QIAN880121 + tripeptide_comp,0.7818808374454356,3.5562239333227215,12.646728663937328,1.5412503592499833,2.4443708785782206,0.6046182824472277
5644,QIAN880103 + tripeptide_comp,0.7816922850467403,3.4923766987818166,12.19669500619418,1.646023353353085,2.6051179641377566,0.6372143946011899
2046,FINA910102 + tripeptide_comp,0.7815214915206442,3.1917735738917847,10.187418546993936,1.6223881633592707,2.4318414257516325,0.6561808352749983
4370,MUNV940105 + tripeptide_comp,0.7815193464853374,3.163347732923091,10.006768879389659,1.7370615486938037,2.4256346821201378,0.6632102572646359
1304,CHOP780216 + tripeptide_comp,0.7814973289502062,3.432447214893045,11.781693883027021,1.8117659166358604,2.5840709051976822,0.6923862585082264
6064,QIAN880133 + tripeptide_comp,0.7813627818359264,2.7503630727638946,7.564497032023252,1.6609820113781308,2.217470770397705,0.6474271841343302
4328,MUNV940102 + tripeptide_comp,0.7804464796287724,3.1672706665822155,10.031603475392151,1.8317095713432527,2.278804052556402,0.7051298661905369
617,BLAM930101 + dipeptide_comp,0.7801989515621527,3.8946052164267675,15.16794979181859,1.5575134974650724,3.0400959650229047,0.5897920611976941
3124,KANM800103 + tripeptide_comp,0.7797661234159254,3.5646163128914026,12.706489458131498,1.6189802478533457,2.781275186473326,0.6195022176009191
6624,RICJ880109 + tripeptide_comp,0.7797380941875759,3.0858480999366904,9.522458495882882,1.6711746479441891,2.294664985665261,0.6434234760878921
5742,QIAN880110 + tripeptide_comp,0.778999461162245,3.736607011099439,13.962231955397481,1.7147980196922807,2.882204296654839,0.6540934376301457
5658,QIAN880104 + tripeptide_comp,0.7788230147046266,3.420846039966318,11.702187629153238,1.6674827379373311,2.6669624275738464,0.644576898349335
4650,NAKH900110 + tripeptide_comp,0.7787528007043915,3.7612936448102623,14.147329882490068,1.6078581523192332,2.9214486011857086,0.6057524291583274
4790,NAKH920107 + tripeptide_comp,0.7785614200063058,3.451649559581777,11.913884682161077,1.5879472345607573,2.633160461624165,0.5963220741017405
6890,ROBB760111 + tripeptide_comp,0.7785089026546425,3.99412027639577,15.952996782315823,1.6439135855793885,2.9998393413302233,0.6252389956701916
5196,PALJ810112 + tripeptide_comp,0.7784544657048319,3.7720300102851088,14.228210398491477,1.5267014672420927,2.770843111303313,0.5639660220164053
4398,NADH010102 + tripeptide_comp,0.7781724910438853,3.801564072837683,14.45188939989023,1.5728622701329735,3.040693872892622,0.6130453706035088
6694,RICJ880114 + tripeptide_comp,0.777681301203718,2.6823241981563695,7.194863104015211,1.773064412716628,2.0019474924332745,0.6758022317366323
6708,RICJ880115 + tripeptide_comp,0.7775539504554829,3.289404226322692,10.820180164149589,1.6813639275654746,2.3374265947243082,0.6398114880771538
5420,PONP800107 + tripeptide_comp,0.7773393669561693,3.900189379897981,15.211477199069,1.5481170434011045,3.044905835594523,0.6002837810254112
7702,WOLS870102 + tripeptide_comp,0.7772033859766828,3.4788622761840173,12.102482736656242,1.5586078458175558,2.760831176775093,0.5877313096676563
3474,KARS160121 + tripeptide_comp,0.7769839221082466,3.6359997195774456,13.220493960767262,1.5690794191325188,2.8030073446583192,0.5861783419252944
1262,CHOP780213 + tripeptide_comp,0.7764091710549146,3.100702191481562,9.61435408025856,1.813042017158442,2.454724190097959,0.695536218016036
