,Index,Category,Descriptor,Descriptor Group,R2,RMSE,MSE,RPD,MAE,Explained Var
0,CHOP780211,sec_struct,_dipeptide_composition,Composition,0.8304662653088944,2.4816762442212466,6.1587169811320726,2.428689165212237,1.8981132075471692,0.8328879590904361
1,QIAN880106,sec_struct,_tripeptide_composition,Composition,0.8181071577578014,2.389219498355217,5.708369811320753,2.3447265190629043,2.009433962264151,0.8187937690842271
2,PARS000101,composition,_conjoint_triad,Conjoint Triad,0.8143065990260567,2.6253740074978418,6.892588679245278,2.3206078916117487,2.107169811320754,0.8150225608302248
3,LEVM760107,geometry,_aa_composition,Composition,0.8139976530268818,2.581045568449943,6.661796226415091,2.318679850139251,2.1343396226415092,0.8260074281719075
4,KOEP990102,sec_struct,_pseudo_aa_composition,Pseudo Composition,0.8128555023338815,2.60021914896447,6.761139622641513,2.3115935215222376,2.0849056603773586,0.8182787749314419
5,MIYS990101,hydrophobic,_moran_autocorrelation,Autocorrelation,0.80855766077179,2.673640723242585,7.1483547169811334,2.28549883297599,2.1128301886792458,0.8088630917059345
6,CORJ870101,hydrophobic,_dipeptide_composition,Composition,0.8044221006039876,2.3868776478195057,5.697184905660377,2.261205907279744,1.790566037735848,0.8093988989831861
7,GEOR030108,sec_struct,_pseudo_aa_composition,Pseudo Composition,0.8039721372819166,2.5978568816157854,6.748860377358493,2.2586092247229956,2.093584905660377,0.8041545412168783
8,KUMS000102,composition,_dipeptide_composition,Composition,0.801785975511867,2.5949660993168635,6.733849056603777,2.246119251933678,1.9430188679245288,0.8025359733112799
9,CORJ870108,hydrophobic,_tripeptide_composition,Composition,0.8003462436693624,2.8848871008941863,8.322573584905664,2.238006055243638,2.199622641509434,0.801287800852073
10,RICJ880117,sec_struct,_seq_order_coupling_number,Quasi-Sequence-Order,0.7985302095285828,2.6121371283603185,6.8232603773584914,2.2278966097459936,2.0641509433962275,0.8030255989579282
11,FUKS010106,composition,_tripeptide_composition,Composition,0.7984899167917809,2.825131154076895,7.9813660377358495,2.2276738602485326,2.167924528301887,0.8011799647378928
12,PALJ810109,sec_struct,_dipeptide_composition,Composition,0.7976466032844418,2.64273871665897,6.984067924528299,2.2230270668556025,2.2433962264150944,0.8152741246505173
13,AURR980109,sec_struct,_composition,CTD,0.7954264907271499,2.930459426921005,8.587592452830185,2.210931577011215,2.4716981132075473,0.7977973117876513
14,CHAM830103,geometry,_pseudo_aa_composition,Pseudo Composition,0.7930342670584641,2.638949190528057,6.964052830188688,2.1981168584604145,2.1535849056603786,0.8017246121328191
15,CHAM810101,geometry,_tripeptide_composition,Composition,0.7914718373819154,2.62620035448303,6.896928301886791,2.1898665090041733,2.100754716981132,0.8016693557709758
16,VELV850101,polar,_tripeptide_composition,Composition,0.7911242103321267,2.614609173868146,6.836181132075469,2.1880434785934755,2.103396226415093,0.8112364166465981
17,QIAN880129,sec_struct,_pseudo_aa_composition,Pseudo Composition,0.7901122564311047,2.7611058763432745,7.623705660377362,2.1827623830008056,2.1520754716981134,0.7901331481864082
18,FAUJ880109,polar,_moran_autocorrelation,Autocorrelation,0.7890706022603128,2.7668850410142958,7.655652830188681,2.1773660333025173,2.202264150943396,0.8120096680544403
19,RADA880104,hydrophobic,_ctd,CTD,0.7886124515409081,2.8676056674778247,8.223162264150941,2.1750051967142703,2.3566037735849057,0.7892551049860816
20,NAKH900113,composition,_tripeptide_composition,Composition,0.7881062540020238,2.954557719990374,8.729411320754718,2.1724056848714235,2.28867924528302,0.8080657226283174
21,PRAM820101,hydrophobic,_conjoint_triad,Conjoint Triad,0.7875745073092466,2.7203204583700105,7.400143396226423,2.169684981863223,2.2026415094339633,0.7875917776721797
22,RADA880107,hydrophobic,_dipeptide_composition,Composition,0.7872505333259847,2.9047586201798996,8.437622641509435,2.168032358939183,2.294716981132076,0.7986650971332798
23,PALJ810107,sec_struct,_pseudo_aa_composition,Pseudo Composition,0.7856343474910228,2.8454067587326626,8.096339622641517,2.159844077471289,2.30679245283019,0.797036160095554
24,JANJ790101,hydrophobic,_moran_autocorrelation,Autocorrelation,0.785213064272036,2.7899699058362084,7.783932075471701,2.1577248781050664,2.2101886792452836,0.7981286077270413
25,VASM830103,meta,_pseudo_aa_composition,Pseudo Composition,0.7841268647822884,2.6946543867722537,7.26116226415095,2.1522895669952518,2.1290566037735856,0.7887765470255245
26,MEEJ800102,hydrophobic,_pseudo_aa_composition,Pseudo Composition,0.783927060943852,3.0031995516731507,9.019207547169813,2.151294219824796,2.330188679245283,0.7898083117828578
27,ROSM880102,hydrophobic,_tripeptide_composition,Composition,0.7833124787448099,2.7392479342481977,7.5034792452830175,2.148241238405015,2.3007547169811327,0.7959494588073901
28,QIAN880113,sec_struct,_tripeptide_composition,Composition,0.7828456572729046,2.664218530330891,7.098060377358494,2.1459309353643916,2.0615094339622635,0.7828569885127975
29,FUKS010110,composition,_moran_autocorrelation,Autocorrelation,0.7825767547832602,2.749948884602136,7.562218867924531,2.144603513590156,2.1049056603773586,0.7998496787618437
30,GRAR740102,polar,_quasi_seq_order,Quasi-Sequence-Order,0.7813717752568674,2.5797264737264842,6.65498867924528,2.1386853072044767,2.137358490566038,0.7814148883940006
31,OOBM770102,geometry,_tripeptide_composition,Composition,0.7798125041845385,2.967191671445298,8.804226415094343,2.1310992383480083,2.353962264150944,0.7811991925799406
32,FAUJ880112,polar,_ctd,CTD,0.7796367875391856,2.9989029440654678,8.99341886792453,2.1302494043744247,2.2792452830188674,0.7798026070055271
33,GUOD860101,polar,_moran_autocorrelation,Autocorrelation,0.7792620456012271,2.7466562862354977,7.544120754716976,2.1284403976459934,2.188679245283018,0.7796471015184161
34,VASM830102,meta,_distribution,CTD,0.77863641844515,2.914824827255474,8.496203773584906,2.1254305251577756,2.482641509433962,0.7894725340692259
35,KIDA850101,hydrophobic,_dipeptide_composition,Composition,0.7784218346003935,3.079678983515886,9.48442264150944,2.1244011061982833,2.501886792452831,0.7965446647069703
36,FAUJ880112,polar,_distribution,CTD,0.7776475623985503,2.9799886032452703,8.880332075471697,2.1206991023682216,2.3501886792452824,0.7776475766605667
37,PTIO830101,sec_struct,_dipeptide_composition,Composition,0.7764828035766165,2.804657850857634,7.866105660377363,2.115166352772535,2.2396226415094356,0.794005606570564
