,Index + Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
0,ANDN920101 + aa_comp,1.0,4.676759077790742,21.872075471698114,1.3784524375731788,3.584905660377359,0.4667515403508541
5293,PARS000102 + dipeptide_comp,1.0,4.4067058676264725,19.41905660377358,1.3351844773182158,3.3716981132075476,0.43225679054580946
5291,PARS000101 + amphipilic_pseudo_aa_comp,1.0,4.802770426908297,23.0666037735849,1.1447544404504346,3.8660377358490563,0.22254818735643678
5290,PARS000101 + pseudo_aa_comp,1.0,4.92745485222896,24.27981132075472,1.2509268155123463,3.7641509433962264,0.352364873511652
5289,PARS000101 + quasi_seq_order_descriptors,1.0,4.983368565955256,24.83396226415094,1.057506606386978,4.101886792452829,0.11971907167602236
5288,PARS000101 + seq_order_coupling_number,1.0,4.289478131604057,18.399622641509435,1.2672936852146532,3.407547169811321,0.3681365583787609
5287,PARS000101 + conjoint_triad,1.0,4.8489446430067025,23.5122641509434,1.1186090780080709,3.6773584905660375,0.21944646911625199
5286,PARS000101 + distribution,1.0,5.005657176993338,25.056603773584907,1.2048823532492516,4.1056603773584905,0.3112874366118956
5285,PARS000101 + transition,1.0,5.447052171449302,29.670377358490562,1.0990076115623553,4.307547169811321,0.17618868357803164
5284,PARS000101 + composition,1.0,4.7669261485427254,22.72358490566038,1.2379981318947368,3.771698113207547,0.34175791683935286
5283,PARS000101 + geary_autocorrelation,1.0,4.374842315217643,19.13924528301887,1.1043348606475412,3.4301886792452834,0.1668875629927613
5282,PARS000101 + moran_autocorrelation,1.0,5.203681570464555,27.07830188679246,1.2606257269709997,3.9603773584905655,0.372066194028844
5281,PARS000101 + norm_moreaubroto_autocorrelation,1.0,5.148218229970077,26.50415094339623,1.0654301284384935,4.256603773584906,0.11446086382872489
5280,PARS000101 + tripeptide_comp,1.0,4.949156589096392,24.494150943396228,1.1583988291600469,3.8207547169811322,0.2746994766922498
5279,PARS000101 + dipeptide_comp,1.0,5.198040269323569,27.019622641509443,1.0596238757127672,3.977358490566039,0.19747515629574752
5278,PARS000101 + aa_comp,1.0,5.0071269960644065,25.071320754716968,1.213263075144488,3.7924528301886786,0.30810090271774937
5277,PARJ860101 + amphipilic_pseudo_aa_comp,1.0,5.004243482304661,25.04245283018868,1.0534195196649279,3.9415094339622643,0.08801287309208838
5276,PARJ860101 + pseudo_aa_comp,1.0,5.78380954304243,33.45245283018868,1.0990378741291016,4.6415094339622645,0.17098703637652168
5275,PARJ860101 + quasi_seq_order_descriptors,1.0,4.698072667855706,22.07188679245283,0.9276877610878408,3.6358490566037727,-0.18273764543268567
5274,PARJ860101 + seq_order_coupling_number,1.0,4.2046245878233055,17.678867924528305,1.4972528509228413,3.3547169811320763,0.5500209291824583
